timestamp,train_id,train_type,current_station,next_station,speed_kmph,scheduled_arrival,actual_arrival,current_delay_min,weather,signal_status,track_status,platform_available,train_priority,day_of_week,hour_of_day,congestion_level,predicted_delay_min
2024-05-25 21:20,T131,Freight,S1,S2,68,02:13,02:43,30,Sunny,Red,Occupied,Yes,3,Saturday,21,High,37
2024-07-26 16:40,T132,Passenger,S2,S3,61,21:26,21:55,29,Fog,Yellow,Free,No,2,Monday,16,High,36
2024-08-30 13:15,T133,Passenger,S3,S4,57,15:50,16:14,24,Rain,Green,Occupied,No,2,Saturday,13,Medium,30
2024-08-20 00:30,T134,Express,S1,S2,118,20:13,20:28,15,Rain,Green,Free,Yes,1,Monday,0,Medium,19
2024-09-29 17:35,T135,Passenger,S4,S5,66,08:19,08:32,13,Rain,Yellow,Free,Yes,2,Wednesday,17,Low,16
2024-03-28 20:00,T136,Freight,S1,S2,45,02:52,03:11,19,Sunny,Red,Free,Yes,3,Thursday,20,Low,25
2024-01-11 06:50,T137,Express,S2,S3,116,16:18,16:24,6,Sunny,Yellow,Free,Yes,1,Thursday,6,Medium,6
2024-08-18 00:55,T138,Passenger,S4,S5,92,22:04,22:29,25,Fog,Yellow,Occupied,Yes,2,Tuesday,0,Low,29
2024-08-03 09:25,T139,Passenger,S1,S2,90,03:51,04:07,16,Sunny,Green,Free,No,1,Monday,9,Medium,20
2024-03-10 12:50,T140,Freight,S4,S5,43,07:43,08:11,28,Rain,Red,Free,Yes,3,Wednesday,12,Medium,34
2024-04-09 06:35,T141,Passenger,S3,S4,66,23:12,23:26,14,Sunny,Green,Free,Yes,2,Saturday,6,High,14
2024-07-01 17:00,T142,Passenger,S4,S5,94,15:23,15:47,24,Rain,Green,Occupied,No,2,Monday,17,Medium,30
2024-04-25 16:35,T143,Express,S2,S3,114,10:44,10:48,4,Sunny,Yellow,Free,Yes,1,Monday,16,Low,6
2024-08-03 13:55,T144,Express,S2,S3,116,11:23,11:38,15,Fog,Green,Free,Yes,1,Thursday,13,Medium,18
2024-01-10 05:30,T145,Freight,S2,S3,55,15:08,15:38,30,Fog,Red,Free,No,3,Sunday,5,High,39
2024-02-12 08:25,T146,Freight,S1,S2,54,11:35,12:03,28,Rain,Red,Free,Yes,3,Saturday,8,Low,34
2024-06-23 20:10,T147,Freight,S4,S5,59,05:40,06:03,23,Fog,Green,Free,Yes,3,Wednesday,20,High,29
2024-07-18 11:55,T148,Passenger,S4,S5,72,18:33,18:50,17,Fog,Green,Free,Yes,2,Thursday,11,Medium,17
2024-01-27 12:40,T149,Freight,S4,S5,57,02:06,02:30,24,Sunny,Green,Occupied,No,3,Monday,12,Low,24
2024-07-06 14:40,T150,Express,S3,S4,105,08:35,09:02,27,Sunny,Red,Occupied,Yes,1,Sunday,14,Medium,30
2024-01-11 00:40,T151,Passenger,S3,S4,64,04:22,04:41,19,Sunny,Yellow,Occupied,Yes,2,Wednesday,0,Low,22
2024-06-16 22:55,T152,Express,S4,S5,110,20:24,20:38,14,Fog,Green,Free,Yes,1,Tuesday,22,Medium,16
2024-04-27 19:35,T153,Express,S4,S5,113,06:20,06:25,5,Sunny,Green,Free,Yes,1,Wednesday,19,Low,4
2024-02-20 13:20,T154,Express,S1,S2,116,15:23,15:35,12,Sunny,Yellow,Free,No,1,Tuesday,13,High,17
2024-09-11 12:35,T155,Freight,S1,S2,64,07:47,08:17,30,Fog,Green,Occupied,Yes,3,Saturday,12,Medium,37
2024-10-11 21:15,T156,Passenger,S2,S3,78,03:15,03:33,18,Rain,Green,Free,Yes,1,Monday,21,High,20
2024-03-02 11:50,T157,Passenger,S3,S4,95,04:44,04:57,13,Sunny,Green,Free,Yes,2,Monday,11,Medium,14
2024-07-15 22:35,T158,Passenger,S2,S3,71,17:18,17:28,10,Sunny,Green,Free,Yes,2,Monday,22,Medium,12
2024-06-13 00:50,T159,Express,S3,S4,119,16:24,16:49,25,Rain,Red,Free,Yes,1,Wednesday,0,Medium,30
2024-08-23 21:05,T160,Passenger,S3,S4,62,01:53,02:11,18,Fog,Green,Free,Yes,1,Monday,21,Low,19
2024-03-12 15:05,T101,Passenger,S1,S2,55,14:51,15:13,22,Rain,Green,Occupied,No,2,Tuesday,15,High,25
2024-07-13 06:40,T102,Express,S2,S3,119,21:15,21:41,26,Rain,Red,Free,Yes,1,Thursday,6,Medium,30
2024-09-20 10:25,T103,Passenger,S4,S5,77,13:48,14:10,22,Rain,Red,Free,Yes,2,Wednesday,10,Low,23
2024-01-12 09:00,T104,Freight,S1,S2,56,09:14,09:37,23,Sunny,Green,Occupied,No,3,Tuesday,9,High,30
2024-10-11 12:45,T105,Express,S3,S4,104,06:46,06:59,13,Sunny,Green,Free,Yes,1,Monday,12,High,14
2024-05-24 13:05,T106,Freight,S3,S4,51,07:47,08:11,24,Rain,Yellow,Free,No,3,Sunday,13,Low,27
2024-01-10 18:40,T107,Express,S4,S5,113,02:14,02:24,10,Sunny,Yellow,Free,Yes,1,Sunday,18,Medium,11
2024-03-08 18:15,T108,Passenger,S2,S3,86,17:39,17:59,20,Fog,Yellow,Free,Yes,2,Thursday,18,Medium,24
2024-02-28 19:35,T109,Passenger,S1,S2,74,19:09,19:22,13,Sunny,Red,Free,Yes,1,Tuesday,19,Medium,14
2024-07-01 00:25,T110,Express,S1,S2,104,06:47,06:51,4,Sunny,Green,Free,Yes,1,Thursday,0,Medium,3
2024-06-25 20:00,T111,Express,S2,S3,102,02:24,02:44,20,Rain,Yellow,Occupied,Yes,1,Monday,20,Low,23
2024-01-23 01:15,T112,Express,S4,S5,120,16:19,16:25,6,Sunny,Green,Free,Yes,1,Saturday,1,Low,3
2024-03-12 08:15,T113,Passenger,S4,S5,56,04:21,04:45,24,Fog,Yellow,Free,Yes,2,Friday,8,Medium,30
2024-09-11 21:15,T114,Passenger,S2,S3,63,04:19,04:47,28,Rain,Red,Occupied,Yes,2,Friday,21,High,36
2024-01-11 14:55,T115,Freight,S4,S5,70,20:59,21:21,22,Rain,Green,Free,Yes,3,Thursday,14,Low,22
2024-09-23 19:35,T116,Passenger,S4,S5,63,22:41,22:48,7,Sunny,Red,Free,Yes,1,Friday,19,Low,9
2024-10-14 19:35,T117,Freight,S1,S2,45,22:20,22:50,30,Fog,Red,Free,No,3,Thursday,19,Medium,34
2024-05-30 12:20,T118,Passenger,S1,S2,67,09:29,09:44,15,Sunny,Green,Occupied,Yes,2,Wednesday,12,Medium,19
2024-06-13 18:55,T119,Passenger,S4,S5,56,06:56,07:10,14,Sunny,Green,Occupied,No,2,Tuesday,18,Medium,18
2024-03-30 01:10,T120,Passenger,S2,S3,79,10:36,11:04,28,Fog,Red,Free,Yes,2,Friday,1,Low,33
2024-02-07 08:00,T121,Express,S2,S3,97,14:31,15:01,30,Fog,Yellow,Free,No,1,Monday,8,Low,35
2024-05-31 01:50,T122,Express,S2,S3,88,11:02,11:02,0,Sunny,Green,Free,Yes,1,Tuesday,1,Low,0
2024-03-30 14:55,T123,Express,S3,S4,120,18:23,18:36,13,Fog,Green,Free,Yes,1,Tuesday,14,Low,13
2024-05-03 16:15,T124,Passenger,S3,S4,76,22:13,22:38,25,Rain,Green,Occupied,Yes,2,Friday,16,Medium,30
2024-02-17 15:35,T125,Passenger,S4,S5,88,05:56,06:18,22,Rain,Yellow,Occupied,Yes,1,Saturday,15,Medium,26
2024-03-10 09:20,T126,Passenger,S3,S4,71,16:35,16:46,11,Sunny,Green,Occupied,Yes,2,Sunday,9,Medium,15
2024-02-12 14:40,T127,Freight,S2,S3,55,10:29,10:59,30,Rain,Green,Occupied,No,3,Tuesday,14,Low,33
2024-02-11 17:10,T128,Express,S1,S2,106,18:38,18:52,14,Sunny,Yellow,Occupied,No,1,Thursday,17,Medium,20
2024-02-08 06:05,T129,Express,S1,S2,108,14:32,14:44,12,Sunny,Green,Free,Yes,1,Sunday,6,High,15
2024-10-12 16:05,T130,Passenger,S4,S5,79,00:19,00:34,15,Fog,Yellow,Free,Yes,2,Saturday,16,Low,17
2024-04-30 08:10,T131,Express,S3,S4,113,05:17,05:33,16,Sunny,Red,Free,Yes,1,Saturday,8,Medium,18
2024-02-21 04:00,T132,Passenger,S3,S4,89,15:57,16:17,20,Rain,Green,Free,Yes,1,Thursday,4,Medium,23
2024-06-15 09:50,T133,Passenger,S1,S2,84,20:45,21:04,19,Rain,Green,Occupied,Yes,2,Monday,9,Low,24
2024-07-09 14:10,T134,Express,S4,S5,92,09:49,09:56,7,Sunny,Yellow,Free,Yes,1,Wednesday,14,Medium,7
2024-03-08 10:15,T135,Passenger,S2,S3,85,22:37,22:54,17,Sunny,Red,Free,Yes,2,Thursday,10,Low,17
2024-04-09 14:10,T136,Passenger,S4,S5,75,09:25,09:39,14,Sunny,Green,Occupied,No,2,Friday,14,Medium,15
2024-10-18 14:15,T137,Passenger,S3,S4,79,06:43,07:12,29,Fog,Green,Occupied,Yes,2,Friday,14,High,37
2024-04-01 01:00,T138,Freight,S1,S2,51,22:35,23:05,30,Fog,Green,Occupied,No,3,Friday,1,Low,35
2024-09-20 11:30,T139,Passenger,S2,S3,90,04:18,04:44,26,Fog,Yellow,Free,Yes,1,Thursday,11,Medium,34
2024-06-09 12:25,T140,Express,S4,S5,120,07:11,07:22,11,Sunny,Green,Free,No,1,Sunday,12,Medium,10
2024-05-27 23:40,T141,Express,S4,S5,90,08:29,08:36,7,Sunny,Yellow,Free,Yes,1,Tuesday,23,Medium,10
2024-03-24 09:20,T142,Freight,S3,S4,53,05:02,05:31,29,Rain,Yellow,Free,No,3,Wednesday,9,Low,34
2024-05-15 19:20,T143,Express,S1,S2,102,08:54,09:11,17,Sunny,Yellow,Free,No,1,Wednesday,19,Medium,15
2024-06-19 13:30,T144,Freight,S2,S3,66,07:42,07:58,16,Sunny,Yellow,Free,No,3,Thursday,13,Low,18
2024-05-02 12:35,T145,Passenger,S2,S3,79,08:09,08:16,7,Sunny,Green,Free,No,2,Saturday,12,Low,7
2024-10-05 08:25,T146,Freight,S4,S5,59,08:17,08:41,24,Fog,Green,Free,Yes,3,Saturday,8,Medium,26
2024-04-11 14:25,T147,Express,S1,S2,118,07:46,07:54,8,Sunny,Green,Free,Yes,1,Monday,14,High,13
2024-07-07 08:20,T148,Passenger,S2,S3,62,14:42,15:12,30,Fog,Yellow,Occupied,Yes,2,Saturday,8,High,37
2024-03-12 15:15,T149,Freight,S3,S4,45,19:25,19:38,13,Sunny,Green,Free,No,3,Thursday,15,Low,11
2024-01-19 15:10,T150,Express,S3,S4,113,20:40,20:49,9,Sunny,Green,Free,Yes,1,Monday,15,Low,9
2024-01-04 12:55,T151,Passenger,S1,S2,89,15:07,15:28,21,Rain,Red,Free,Yes,2,Tuesday,12,Medium,25
2024-04-22 12:05,T152,Passenger,S4,S5,67,20:44,20:50,6,Sunny,Green,Free,No,1,Wednesday,12,Low,8
2024-08-19 14:00,T153,Passenger,S4,S5,89,01:21,01:35,14,Sunny,Yellow,Free,Yes,2,Sunday,14,Medium,16
2024-09-05 22:50,T154,Passenger,S4,S5,94,04:00,04:04,4,Sunny,Green,Free,No,2,Monday,22,Low,5
2024-07-26 13:25,T155,Passenger,S2,S3,59,23:43,00:00,17,Sunny,Green,Occupied,Yes,2,Sunday,13,High,19
2024-03-19 17:10,T156,Express,S4,S5,95,14:15,14:27,12,Fog,Green,Free,No,1,Saturday,17,Medium,15
2024-05-26 20:20,T157,Passenger,S4,S5,63,16:28,16:46,18,Sunny,Red,Free,Yes,1,Tuesday,20,Medium,19
2024-06-28 17:40,T158,Express,S1,S2,108,07:29,07:50,21,Rain,Yellow,Free,Yes,1,Sunday,17,High,24
2024-06-07 01:40,T159,Express,S4,S5,87,05:10,05:25,15,Rain,Green,Free,No,1,Monday,1,Medium,16
2024-03-16 15:45,T160,Passenger,S2,S3,79,15:03,15:24,21,Fog,Green,Occupied,Yes,2,Tuesday,15,Low,23
2024-04-23 14:35,T101,Passenger,S1,S2,72,13:10,13:29,19,Rain,Green,Free,Yes,2,Tuesday,14,High,27
2024-09-14 14:20,T102,Passenger,S2,S3,92,00:46,01:01,15,Sunny,Red,Free,Yes,1,Thursday,14,High,21
2024-08-05 22:05,T103,Express,S4,S5,115,14:31,14:46,15,Sunny,Yellow,Free,No,1,Sunday,22,High,18
2024-07-09 04:55,T104,Passenger,S1,S2,84,12:11,12:25,14,Rain,Green,Free,Yes,2,Thursday,4,Low,17
2024-03-23 19:25,T105,Freight,S2,S3,65,23:59,00:29,30,Sunny,Red,Occupied,No,3,Saturday,19,Low,36
2024-09-01 17:05,T106,Passenger,S2,S3,63,20:30,21:00,30,Rain,Yellow,Occupied,No,2,Wednesday,17,High,37
2024-09-01 21:40,T107,Passenger,S1,S2,85,09:28,09:51,23,Rain,Yellow,Occupied,No,2,Saturday,21,Low,25
2024-10-22 06:40,T108,Express,S2,S3,116,20:01,20:19,18,Sunny,Red,Free,Yes,1,Tuesday,6,Low,18
2024-03-01 10:30,T109,Freight,S2,S3,66,18:21,18:49,28,Rain,Yellow,Free,Yes,3,Friday,10,Medium,33
2024-10-18 14:10,T110,Freight,S1,S2,44,19:59,20:12,13,Sunny,Yellow,Free,Yes,3,Wednesday,14,Medium,16
2024-02-05 21:25,T111,Passenger,S2,S3,90,11:09,11:27,18,Sunny,Yellow,Free,Yes,2,Saturday,21,Medium,21
2024-01-03 15:20,T112,Freight,S3,S4,60,18:42,19:04,22,Sunny,Yellow,Occupied,Yes,3,Saturday,15,Medium,28
2024-08-27 07:20,T113,Express,S1,S2,97,06:01,06:31,30,Sunny,Red,Occupied,No,1,Friday,7,High,36
2024-02-29 09:35,T114,Passenger,S1,S2,73,17:05,17:30,25,Sunny,Red,Occupied,Yes,2,Wednesday,9,Low,28
2024-08-25 10:05,T115,Express,S3,S4,115,18:48,18:54,6,Sunny,Green,Free,Yes,1,Sunday,10,Low,7
2024-09-03 09:45,T116,Express,S4,S5,87,09:31,09:41,10,Rain,Green,Free,Yes,1,Sunday,9,Low,9
2024-01-14 23:25,T117,Express,S3,S4,116,18:30,18:45,15,Rain,Red,Free,Yes,1,Monday,23,Medium,20
2024-02-24 08:25,T118,Freight,S2,S3,51,13:40,14:07,27,Fog,Green,Free,Yes,3,Tuesday,8,High,35
2024-10-20 11:10,T119,Express,S3,S4,91,00:08,00:19,11,Sunny,Green,Free,Yes,1,Friday,11,High,15
2024-02-08 02:05,T120,Passenger,S1,S2,81,04:59,05:19,20,Sunny,Green,Occupied,Yes,2,Thursday,2,High,22
2024-01-15 04:15,T121,Freight,S2,S3,62,04:05,04:21,16,Sunny,Yellow,Free,Yes,3,Tuesday,4,Medium,17
2024-03-24 00:05,T122,Freight,S1,S2,42,03:58,04:21,23,Rain,Yellow,Free,Yes,3,Wednesday,0,Low,28
2024-01-15 16:15,T123,Passenger,S1,S2,92,22:12,22:42,30,Fog,Green,Occupied,Yes,2,Sunday,16,High,36
2024-08-21 13:05,T124,Freight,S4,S5,46,10:07,10:19,12,Sunny,Yellow,Free,Yes,3,Friday,13,Low,14
2024-09-24 13:20,T125,Passenger,S3,S4,83,13:12,13:42,30,Fog,Red,Occupied,No,2,Tuesday,13,Low,36
2024-03-13 06:25,T126,Passenger,S1,S2,65,06:38,07:08,30,Fog,Green,Free,Yes,2,Monday,6,High,38
2024-06-14 03:05,T127,Freight,S3,S4,44,08:31,08:43,12,Sunny,Yellow,Free,Yes,3,Sunday,3,Low,13
2024-06-18 16:35,T128,Express,S1,S2,89,14:12,14:13,1,Sunny,Green,Free,Yes,1,Saturday,16,High,3
2024-02-03 05:40,T129,Freight,S4,S5,54,21:55,22:25,30,Rain,Red,Free,Yes,3,Monday,5,Low,38
2024-04-10 08:35,T130,Passenger,S2,S3,87,18:24,18:46,22,Rain,Green,Occupied,Yes,1,Monday,8,Low,26
2024-02-27 21:15,T131,Express,S3,S4,111,07:15,07:29,14,Rain,Yellow,Occupied,Yes,1,Wednesday,21,Low,18
2024-03-27 18:30,T132,Express,S4,S5,86,10:36,10:49,13,Sunny,Green,Occupied,Yes,1,Wednesday,18,Medium,18
2024-10-14 12:15,T133,Express,S3,S4,88,19:47,20:04,17,Fog,Yellow,Free,Yes,1,Wednesday,12,Low,22
2024-04-21 08:45,T134,Passenger,S3,S4,67,16:29,16:55,26,Rain,Yellow,Occupied,Yes,2,Thursday,8,Low,30
2024-09-03 04:55,T135,Passenger,S3,S4,84,21:48,21:58,10,Sunny,Green,Free,No,1,Tuesday,4,Low,10
2024-04-26 04:15,T136,Passenger,S2,S3,80,00:15,00:35,20,Rain,Green,Free,No,2,Tuesday,4,High,26
2024-07-16 00:00,T137,Passenger,S2,S3,57,02:20,02:46,26,Rain,Red,Occupied,Yes,2,Saturday,0,Medium,36
2024-08-31 19:05,T138,Passenger,S3,S4,86,10:21,10:45,24,Fog,Yellow,Occupied,No,2,Monday,19,Low,29
2024-05-13 15:50,T139,Passenger,S1,S2,75,07:17,07:38,21,Fog,Red,Free,No,2,Friday,15,Low,27
2024-10-14 07:35,T140,Passenger,S3,S4,62,12:00,12:24,24,Fog,Green,Occupied,Yes,1,Friday,7,High,32
2024-06-03 13:25,T141,Express,S1,S2,116,22:27,22:57,30,Fog,Red,Occupied,Yes,1,Thursday,13,Medium,35
2024-03-25 03:10,T142,Passenger,S3,S4,75,07:33,07:55,22,Rain,Yellow,Free,Yes,2,Friday,3,Medium,26
2024-04-12 12:45,T143,Express,S4,S5,108,07:01,07:31,30,Fog,Red,Free,Yes,1,Tuesday,12,High,37
2024-04-30 00:55,T144,Express,S3,S4,95,16:27,16:45,18,Rain,Red,Occupied,Yes,1,Friday,0,Low,22
2024-04-28 04:00,T145,Passenger,S2,S3,81,09:16,09:26,10,Sunny,Green,Free,Yes,2,Tuesday,4,Low,10
2024-05-10 12:55,T146,Freight,S4,S5,61,13:47,14:12,25,Rain,Green,Free,Yes,3,Tuesday,12,High,32
2024-02-12 18:10,T147,Freight,S3,S4,44,08:10,08:35,25,Sunny,Red,Occupied,Yes,3,Friday,18,Low,29
2024-01-28 08:40,T148,Passenger,S4,S5,73,10:27,10:53,26,Fog,Green,Occupied,No,1,Wednesday,8,High,31
2024-02-11 14:25,T149,Passenger,S4,S5,62,22:35,22:49,14,Sunny,Green,Occupied,No,1,Thursday,14,Low,15
2024-10-11 05:30,T150,Passenger,S1,S2,88,02:15,02:37,22,Rain,Yellow,Occupied,Yes,2,Sunday,5,Medium,27
2024-03-12 19:35,T151,Passenger,S1,S2,76,10:46,11:16,30,Fog,Red,Occupied,Yes,2,Monday,19,High,39
2024-09-29 06:10,T152,Express,S4,S5,90,12:49,13:06,17,Sunny,Yellow,Occupied,Yes,1,Monday,6,Low,20
2024-10-01 18:45,T153,Express,S4,S5,109,13:05,13:23,18,Rain,Red,Free,Yes,1,Thursday,18,Medium,23
2024-05-10 21:20,T154,Passenger,S4,S5,74,07:33,07:54,21,Sunny,Yellow,Free,No,2,Tuesday,21,Medium,25
2024-03-18 14:10,T155,Express,S1,S2,92,05:53,06:12,19,Sunny,Green,Occupied,Yes,1,Saturday,14,Medium,19
2024-09-04 00:00,T156,Passenger,S3,S4,61,12:07,12:26,19,Sunny,Yellow,Free,Yes,2,Thursday,0,Medium,19
2024-01-17 22:15,T157,Express,S2,S3,92,00:13,00:22,9,Sunny,Green,Free,No,1,Sunday,22,High,9
2024-07-01 00:35,T158,Express,S2,S3,113,18:15,18:28,13,Sunny,Yellow,Occupied,Yes,1,Thursday,0,Low,17
2024-03-03 16:00,T159,Passenger,S4,S5,69,13:36,13:54,18,Sunny,Green,Occupied,Yes,2,Saturday,16,Medium,19
2024-08-12 18:50,T160,Passenger,S4,S5,69,10:58,11:28,30,Rain,Red,Occupied,Yes,1,Friday,18,Medium,37
2024-07-22 03:30,T101,Express,S2,S3,95,15:19,15:29,10,Sunny,Yellow,Occupied,Yes,1,Friday,3,Low,15
2024-02-18 11:00,T102,Express,S2,S3,116,17:17,17:43,26,Fog,Red,Occupied,Yes,1,Wednesday,11,Low,35
2024-06-09 23:20,T103,Express,S1,S2,98,22:28,22:36,8,Rain,Green,Occupied,Yes,1,Wednesday,23,Low,9
2024-03-22 22:30,T104,Express,S2,S3,90,11:40,11:58,18,Rain,Green,Occupied,Yes,1,Wednesday,22,Low,18
2024-01-23 12:10,T105,Freight,S1,S2,42,13:03,13:28,25,Sunny,Green,Occupied,Yes,3,Wednesday,12,Medium,30
2024-02-29 06:40,T106,Passenger,S2,S3,80,19:50,20:11,21,Rain,Green,Free,No,2,Thursday,6,High,26
2024-08-11 17:20,T107,Passenger,S3,S4,68,16:21,16:43,22,Rain,Green,Free,No,2,Monday,17,Low,21
2024-03-03 03:00,T108,Freight,S3,S4,60,20:07,20:23,16,Sunny,Yellow,Free,Yes,3,Friday,3,Low,19
2024-08-16 18:15,T109,Passenger,S2,S3,61,11:29,11:54,25,Sunny,Yellow,Occupied,Yes,1,Wednesday,18,High,33
2024-02-21 13:35,T110,Freight,S3,S4,58,22:59,23:29,30,Fog,Yellow,Free,Yes,3,Thursday,13,Medium,33
2024-03-19 18:20,T111,Passenger,S4,S5,62,01:33,01:55,22,Sunny,Green,Occupied,Yes,2,Monday,18,High,25
2024-09-17 11:05,T112,Express,S4,S5,85,01:26,01:30,4,Sunny,Green,Free,Yes,1,Monday,11,Low,4
2024-08-07 19:50,T113,Passenger,S2,S3,75,19:26,19:45,19,Sunny,Red,Free,Yes,2,Monday,19,Medium,25
2024-05-06 20:40,T114,Passenger,S3,S4,90,02:12,02:37,25,Fog,Yellow,Occupied,No,2,Saturday,20,High,35
2024-07-22 00:25,T115,Passenger,S4,S5,92,13:11,13:22,11,Sunny,Red,Free,Yes,1,Monday,0,Low,11
2024-01-30 10:10,T116,Express,S4,S5,95,00:45,00:50,5,Sunny,Green,Free,Yes,1,Monday,10,Low,4
2024-06-19 16:30,T117,Freight,S2,S3,55,03:17,03:34,17,Sunny,Green,Free,Yes,3,Friday,16,Medium,20
2024-04-26 14:05,T118,Passenger,S2,S3,74,20:32,20:55,23,Sunny,Red,Free,No,2,Friday,14,Medium,26
2024-09-13 21:30,T119,Express,S4,S5,102,11:53,12:05,12,Rain,Yellow,Free,Yes,1,Friday,21,Medium,18
2024-09-24 22:35,T120,Passenger,S3,S4,76,08:15,08:40,25,Rain,Green,Free,No,2,Saturday,22,High,26
2024-03-24 20:50,T121,Passenger,S4,S5,80,02:34,02:58,24,Sunny,Red,Occupied,Yes,2,Friday,20,High,31
2024-02-13 22:25,T122,Express,S1,S2,102,06:05,06:32,27,Fog,Yellow,Occupied,Yes,1,Saturday,22,High,37
2024-03-16 23:45,T123,Passenger,S2,S3,90,21:43,22:10,27,Rain,Green,Free,No,1,Tuesday,23,High,34
2024-02-26 21:50,T124,Freight,S1,S2,70,01:54,02:24,30,Fog,Green,Occupied,Yes,3,Thursday,21,Medium,35
2024-08-15 00:55,T125,Passenger,S3,S4,60,07:44,07:52,8,Sunny,Green,Free,Yes,2,Friday,0,Medium,8
2024-04-20 15:15,T126,Passenger,S3,S4,71,10:53,11:14,21,Sunny,Green,Occupied,No,2,Tuesday,15,Medium,20
2024-02-11 14:00,T127,Passenger,S1,S2,63,09:39,09:58,19,Rain,Green,Occupied,Yes,1,Monday,14,Low,23
2024-04-13 10:50,T128,Passenger,S4,S5,94,21:50,22:02,12,Sunny,Yellow,Free,Yes,1,Friday,10,Medium,13
2024-01-20 18:30,T129,Express,S1,S2,88,16:41,16:57,16,Rain,Green,Occupied,No,1,Tuesday,18,Low,18
2024-07-19 06:50,T130,Express,S1,S2,112,06:50,06:59,9,Sunny,Green,Free,Yes,1,Wednesday,6,Medium,8
2024-02-12 00:50,T131,Passenger,S1,S2,86,07:44,07:59,15,Sunny,Yellow,Free,No,2,Tuesday,0,Low,15
2024-04-27 04:20,T132,Express,S3,S4,86,14:12,14:29,17,Rain,Red,Free,No,1,Friday,4,Low,20
2024-09-08 21:10,T133,Express,S3,S4,91,12:41,12:54,13,Rain,Green,Occupied,Yes,1,Monday,21,Low,14
2024-01-14 13:50,T134,Express,S4,S5,108,07:58,08:08,10,Sunny,Yellow,Free,Yes,1,Wednesday,13,High,12
2024-06-20 16:30,T135,Passenger,S4,S5,94,20:48,21:04,16,Sunny,Green,Free,Yes,2,Monday,16,Medium,20
2024-06-11 07:30,T136,Passenger,S2,S3,69,06:19,06:26,7,Sunny,Green,Free,No,1,Tuesday,7,Low,7
2024-02-06 10:30,T137,Express,S1,S2,114,14:29,14:36,7,Sunny,Green,Free,Yes,1,Friday,10,Low,7
2024-08-13 17:50,T138,Freight,S3,S4,66,02:50,03:08,18,Sunny,Green,Free,Yes,3,Friday,17,Medium,19
2024-01-09 09:20,T139,Passenger,S2,S3,89,11:50,12:20,30,Fog,Red,Occupied,No,1,Wednesday,9,Medium,40
2024-05-19 22:30,T140,Freight,S3,S4,67,06:28,06:42,14,Sunny,Yellow,Free,Yes,3,Tuesday,22,Low,17
2024-02-03 18:00,T141,Passenger,S4,S5,89,18:50,19:16,26,Sunny,Green,Occupied,No,2,Wednesday,18,High,30
2024-02-24 09:05,T142,Passenger,S3,S4,91,05:06,05:24,18,Rain,Green,Occupied,Yes,1,Thursday,9,Low,22
2024-10-07 13:30,T143,Express,S1,S2,95,05:07,05:22,15,Sunny,Green,Occupied,Yes,1,Wednesday,13,High,20
2024-01-08 04:35,T144,Express,S4,S5,102,02:52,03:13,21,Sunny,Red,Free,No,1,Tuesday,4,High,27
2024-07-02 19:55,T145,Passenger,S2,S3,81,13:29,13:48,19,Sunny,Yellow,Occupied,Yes,2,Tuesday,19,Low,20
2024-05-04 11:05,T146,Freight,S4,S5,64,03:32,03:56,24,Rain,Green,Free,Yes,3,Friday,11,Medium,29
2024-02-09 04:25,T147,Express,S3,S4,92,21:47,21:55,8,Sunny,Green,Free,Yes,1,Saturday,4,Medium,6
2024-09-04 23:30,T148,Passenger,S2,S3,73,05:04,05:20,16,Rain,Green,Free,Yes,1,Monday,23,Medium,17
2024-07-25 07:25,T149,Passenger,S1,S2,79,07:12,07:22,10,Sunny,Green,Occupied,Yes,1,Sunday,7,Medium,12
2024-04-14 13:05,T150,Express,S2,S3,98,07:13,07:13,0,Sunny,Green,Free,Yes,1,Friday,13,Low,0
2024-01-07 06:30,T151,Passenger,S3,S4,57,09:49,10:16,27,Rain,Red,Free,Yes,2,Monday,6,High,32
2024-01-19 19:45,T152,Freight,S4,S5,42,14:24,14:38,14,Sunny,Yellow,Free,No,3,Wednesday,19,Low,13
2024-06-04 12:15,T153,Express,S4,S5,103,20:02,20:15,13,Sunny,Yellow,Occupied,Yes,1,Tuesday,12,High,18
2024-04-13 22:55,T154,Express,S1,S2,100,07:38,07:53,15,Fog,Yellow,Free,Yes,1,Sunday,22,Low,16
2024-03-21 13:55,T155,Passenger,S2,S3,70,14:19,14:31,12,Sunny,Green,Free,Yes,2,Friday,13,Medium,12
2024-05-12 16:45,T156,Passenger,S2,S3,85,23:27,23:57,30,Rain,Red,Occupied,Yes,2,Thursday,16,High,39
2024-05-19 22:35,T157,Passenger,S4,S5,59,06:09,06:39,30,Fog,Green,Occupied,No,2,Wednesday,22,Medium,36
2024-06-15 06:30,T158,Freight,S1,S2,52,08:49,09:17,28,Fog,Yellow,Free,Yes,3,Friday,6,Medium,32
2024-01-17 18:50,T159,Passenger,S2,S3,71,05:00,05:21,21,Sunny,Green,Occupied,Yes,2,Tuesday,18,High,27
2024-03-15 12:45,T160,Express,S3,S4,117,09:46,10:03,17,Sunny,Red,Occupied,Yes,1,Friday,12,Medium,19
2024-03-11 09:55,T101,Express,S4,S5,118,13:10,13:15,5,Sunny,Green,Free,Yes,1,Thursday,9,Medium,5
