state,code,name,zone,address,latitude,longitude
Uttar Pradesh,NGL,NANGAL,NR,"Saharanpur, Uttar Pradesh",77.62227,29.832554
Uttar Pradesh,MOZ,MUZAFFARNAGAR,NR,"MuzaffarNagar, Uttar Pradesh",77.707807,29.468689
Uttar Pradesh,DRLA,DAURALA,NR,"Meerut, Uttar Pradesh",77.70616000000001,29.114015000000002
Uttar Pradesh,MDNR,MODINAGAR,NR,"Ghaziabad, Uttar Pradesh",77.571716,28.827907
Madhya Pradesh,BRI,BHIRINGI,WCR,"Harda, Madhya Pradesh",76.941024,22.227752
West Bengal,GEDE,Gede,ER,"R 748, West Bengal",88.786737,23.491197
,THK,THAKRULI,,,73.09767799999999,19.225768000000002
Delhi NCT,GHE,GHEVRA,NR,"Ghevra, Delhi NCT",76.99853599999999,28.691982000000003
Punjab,GHA,GOLEHWALA,NR,"Golehwala, Punjab",74.70440599999999,30.789872
Uttar Pradesh,GAW,Gainjahwa,NER,"MDR 10E, Uttar Pradesh",82.24506478820001,27.4546557588
Punjab,GNZ,Gahndran Halt,NR,"Malsian Rd, Punjab",75.424279,31.117935
Uttar Pradesh,GH,GHUGHULI,NER,"Ghughli Bazar, Uttar Pradesh",83.7137745453,27.0539516142
Uttar Pradesh,SJGH,SARAI JAGDISH,NER,"National Highway 2, Uttar Pradesh",82.365134,25.30009
Maharashtra,KARD,KAMAN ROAD,CR,"Section 2, Maharashtra",72.919123,19.33655
Gujarat,AML,AMALSAD,WR,"Amalsad, Gujarat",72.956092,20.811373000000003
Punjab,GTQ,Gumtali Halt,NR,"Gumtali, Punjab",75.636453,31.065852
Gujarat,GLD,Ghelda,WR,"State Highway 133, Gujarat",72.20310172849999,23.3616934176
,LRJC,LAKSAR NORTH CABIN,,,78.00175999999999,29.767009
Uttar Pradesh,GCT,GHAZIPUR CITY,NER,"Ghazipur, Uttar Pradesh",83.568045,25.583144
Rajasthan,GIS,Garhi Sandra,NCR,"Dholpur, Rajasthan",77.76513,26.668256
Kerala,GUV,GURUVAYUR,SR,"Guruvayoor 0487-2556820, Kerala",76.045457,10.596896
,EOCM,EOCM,,,83.196038,25.315812
,KCA,KUCHMAN,,,83.21503,25.318877999999998
,SLD,SAKALDIHA,,,83.289193,25.331472
,TLAM,TULSI ASHRAM,,,83.35123571720001,25.3422743391
,DHA,DHEENA,,,83.423069,25.354392
Maharashtra,DTVL,DATIVLI,CR,"Kalyan Shilphata Rd, Maharashtra",73.059049,19.187012
Maharashtra,KLMG,KALAMBOLI GOODS,CR,"Navi Mumbai, Maharashtra",73.11494900000001,19.035116
,BHCL,BAHORA CHANDIL,,,83.489726,25.364918
,ZNA,ZAMANIA,,,83.54365,25.373856
,DRV,DARAULI,,,83.60180199999999,25.393753
,USK,USIA KHAS,,,83.706967,25.434324
Maharashtra,PEN,PEN,CR,"Pen, Maharashtra",73.0867978516,18.735604455900003
Bihar,GKA,Gokhula,ECR,"Dhaminaha, Bihar",84.53976300000001,27.069813
Kerala,CMC,CHEMANCHERI,SR,"Dist. Kozhikode, Kerala",75.720039,11.405279
Kerala,ETR,ELATTUR,SR,"Kozhikode district, Kerala",75.741119,11.346337
,GPBN,Gandhi Park Halt,?,,77.893393,18.652065999999998
Kerala,CLT,KOZHIKODE,SR,"Calicut, Kerala",75.780407,11.246234
Kerala,FK,FEROK,SR,"Feroke, Kerala",75.8302845,11.174972200000001
Kerala,PGI,PARPANANGADI,SR,"Parappanangadi, Kerala",75.861006,11.045910000000001
,BPZA,BHARATHAPUZHA H,,,76.290829,10.758913999999999
,VTK,VALLATHOL NAGAR,,,76.280933,10.731563
,BWH,BHADAURA,,,83.738354,25.4504253
Rajasthan,GIO,Goriyan,NWR,"National Highway 11, Rajasthan",75.26559,27.547928
Andhra Pradesh,GLA,GARLA,SCR,"Garla, Andhra Pradesh",80.139236,17.487076
Punjab,GOD,GIDARPINDI,NR,"Jalandhar, Punjab",75.12451399999999,31.152633
Rajasthan,GVH,Govind Garh,NCR,"Govindgarh, Rajasthan",76.98805800000001,27.499556
West Bengal,GRB,GARHDHRUBESWAR,SER,"Purulia, West Bengal",86.617006,23.509341
Madhya Pradesh,GNW,Gangiwara,CR,"Chhindwara, Madhya Pradesh",78.846139,22.097988
Rajasthan,GRI,GURIYA,NWR,"Pali, Rajasthan",73.955291,25.998261
West Bengal,HBE,Habibpur,ER,"National Highway 34, West Bengal",88.538423,23.211966999999998
Andhra Pradesh,GWV,GOWDAVALLI,SCR,"Rangareddy, Andhra Pradesh",78.46819099999999,17.609541
Assam,GLGT,Golaghat,NFR,"Golaghat, Assam",93.9611898,26.508626
Madhya Pradesh,MDRR,MADHAVNAGAR ROA,WCR,"Madhavnagar, Madhya Pradesh",80.3948243298,23.7866102083
Madhya Pradesh,GMD,GURAMKHEDI,WCR,"Sohagpur, Madhya Pradesh",78.0778207251,22.682206476
West Bengal,HGA,Hogla,ER,"Hogla H, West Bengal",88.452384,22.255044
Madhya Pradesh,BGTA,BAGRA TAWA,WCR,"Bagra Tawa, Madhya Pradesh",77.9937073,22.6307113
Rajasthan,AIA,AJARAKA,NWR,"Ajaraka, Rajasthan",76.56420899999999,27.959391
Karnataka,GNJ,GUNJI,SWR,"Belagavi, Karnataka",74.47936741759999,15.5431155625
Karnataka,GPB,GHATPRABHA,SWR,"Ghatprabha, Karnataka",74.7598229541,16.240718896
Uttar Pradesh,GTRA,GOTRA HALT,NR,"Gotra, Uttar Pradesh",77.30096,28.807889
Rajasthan,GLTA,GAHLOTA,NWR,"Kishangarh, Rajasthan",74.967556543,26.6723715203
Punjab,GNA,GONEANA,NR,"Goniana, Punjab",74.90948,30.318715
Rajasthan,GJS,Gajsinghpur,NWR,"State Highway 3, Rajasthan",73.436739,29.658053
Punjab,GJUT,GANGSAR JAITU,NR,"Jaitu, Punjab",74.87951100000001,30.445082000000003
Gujarat,GUS,GHUMASAN,WR,"State Highway 41, Gujarat",72.449853,23.378698999999997
Rajasthan,GSD,Ghosunda,NWR,"Chittaurgarh, Rajasthan",74.53452700000001,24.871222
Bihar,HBP,HARPAR BOCHAHA,ECR,"Pagra Rd, Bihar",85.75716073,25.6034373373
Andhra Pradesh,GLE,Gajulaguden,SCR,"Gajulaguden, Andhra Pradesh",80.657904,17.609727
Bihar,GOPG,Gopalganj,NER,"Harkhua, Bihar",84.43554700000001,26.454202
Karnataka,GOK,GOKARNA ROAD,KR,"Uttara Kannada, Karnataka",74.36719699999999,14.582791
Kerala,CS,KANNUR SOUTH,SR,"Kannur, Kerala",75.400253,11.866899
Maharashtra,GNL,Gongle,SECR,"Gondia, Maharashtra",80.147349,21.222011000000002
Kerala,ETK,ETAKKOT,SR,"NH 17, Kerala",75.44379699999999,11.806194999999999
Bihar,GQN,Garhani,ECR,"Garhani, Bihar",84.5696156628,25.4118931462
Gujarat,GNC,Gandhinagar Capital,WR,"Gandhinagar, Gujarat",72.62916200000001,23.233379
Jharkhand,GUA,Gua,SER,"Kiriburu, Jharkhand",85.381896,22.218519
Madhya Pradesh,HKH,Haranya Kheri,WR,"National Highway 3, Madhya Pradesh",75.776745,22.583661
Andhra Pradesh,GVL,Gudlavalleru,SCR,"Gudlavalleru, Andhra Pradesh",81.046037,16.348371
Tamil Nadu,GWYR,Greenways Road,SR,"Chennai, Tamil Nadu",80.25171539,13.0202759
Punjab,GSP,Gurdaspur,NR,"Gurdaspur, Punjab",75.420769,32.044111
Assam,HKD,Hailakandi,?,"Hailakandi, Assam",92.56789,24.680276000000003
Orissa,GNPR,Gunupur,ECoR,"Gunupur, Orissa",83.8099599005,19.069058897799998
Himachal Pradesh,GULR,GULER,NR,"State Highway 22, Himachal Pradesh",76.151266,32.004278
Punjab,GSW,GURSAR SHNEWALA,NWR,"Bagwali, Punjab",74.8861198969,30.138926513900003
Gujarat,HAPA,HAPA,WR,"Jamnagar, Gujarat",70.11814,22.468974
Uttar Pradesh,GZN,NEW GHAZIABAD,NR,"Ghaziabad, Uttar Pradesh",77.43800800000001,28.674404
Karnataka,HPT,HOSPET JN,SWR,"Hospet, Karnataka",76.38578,15.286807
West Bengal,HLZ,Haldia,SER,"Sutahata, West Bengal",88.06589,22.045284
Maharashtra,HEM,HIMAYATNAGAR,SCR,"Nanded, Maharashtra",77.868855,19.416708999999997
Rajasthan,HTD,HATUNDI,NWR,"Ajmer, Rajasthan",74.6445661014,26.354279161199997
Karnataka,HLAR,HOLE ALUR,SWR,"Badami Rd, Karnataka",75.64646099999999,15.81959
Madhya Pradesh,HPP,HARPALPUR,NCR,"Dist - Chhatarpur, Madhya Pradesh",79.33546100000001,25.290501
West Bengal,GSL,GODAPIASAL,SER,"Godapiasal, West Bengal",87.320806,22.530677
Uttar Pradesh,HLDR,HALDAUR,NR,"State Highway 76, Uttar Pradesh",78.275060462,29.290081553100002
Maharashtra,GVD,GHOLVAD,WR,"Gholvad, Maharashtra",72.73799100000001,20.08688
West Bengal,HSA,HASIMARA,NFR,"Hasimara, West Bengal",89.347661,26.72689
Gujarat,GTT,GOMTA,WR,"Gomta, Gujarat",70.72970199999999,21.873814999999997
Uttar Pradesh,GTF,GUMTHAL,NR,"Raja Ka Sahaspur, Uttar Pradesh",78.757645,28.484002
Rajasthan,HSI,HARSAULI,NWR,"Harsoli, Rajasthan",76.615189,27.864848000000002
West Bengal,HRSR,Harish Nagar Halt,ER,"BSF Rd, West Bengal",88.77798899999999,23.469777
Haryana,GSO,GHASO,NR,"District Jind, Haryana",76.14336899999999,29.531288
Karnataka,HNK,HANAKERE,SWR,"Mandya, Karnataka",76.979837,12.565639000000001
Rajasthan,AII,AJMER JN,NWR,"Ajmer, Rajasthan",74.63746400000001,26.456612
Bihar,HIL,Hilsa,ECR,"Hilsa, Bihar",85.277079,25.317354
Haryana,GXG,Geong,NR,"Haryana, Haryana",76.466397041,29.8223584375
Assam,HBN,Haibargaon,NFR,"Nagaon, Assam",92.672506,26.355638
Rajasthan,HLW,Hirnawali,NWR,"Hirnawali, Rajasthan",74.27241649478674,29.710120646310926
Bihar,HRT,Harnaut,ECR,"Harnaut, Bihar",85.5407224109,25.371762836200002
Orissa,HBF,Hadobhangi Halt,ECoR,"Paralakhemundi, Orissa",83.94176085389999,18.8219370968
Uttar Pradesh,HRF,Hathras Kila,NCR,"Hathras(05722-242803), Uttar Pradesh",78.05801798589528,27.594876304064115
Bihar,GRPA,Garhpura,ECR,"Begusarai, Bihar",86.209037,25.65472
Haryana,HSR,Hisar,NWR,"Hisar, Haryana",75.724305,29.152341
Uttar Pradesh,GTM,Ghatampur,NCR,"Ghatampur, Uttar Pradesh",80.174712,26.151304
Jharkhand,GRMA,Ghormara,ER,"Deoghar, Jharkhand",86.86392,24.442298
Tamil Nadu,PCV,Palakkodu,SWR,"Dharmapuri, Tamil Nadu",78.072073,12.297417999999999
Karnataka,HAH,Hosa Agrahara,SWR,"Hosa Agrahara, Karnataka",76.3618194318,12.570459617700001
Bihar,HPI,Harapatti,?,"State Highway 65, Bihar",87.092628,25.881401999999998
Karnataka,IDR,INDI ROAD,SWR,"Bijapur, Karnataka",75.919616,17.211288999999997
Uttarakhand,HLDD,HALDI ROAD,NER,"NH 87, Uttarakhand",79.45967900000001,29.039597
Uttar Pradesh,IZN,IZZATNAGAR,NER,"Bareilly, Uttar Pradesh",79.421171,28.388265999999998
Punjab,HSQ,HUSAINPUR,NR,"Kapurthala, Punjab",75.320851,31.301125
Madhya Pradesh,HNM,HINAUTARAMBAN,WCR,"Satna, Madhya Pradesh",80.94306200000001,24.575192
Assam,HLX,HILARA,NFR,"Cachar, Assam",92.62051100000001,24.951767
Andhra Pradesh,HYB,HYDERABAD DECCAN,SCR,"Hyderabad, Andhra Pradesh",78.467377,17.393362999999997
Rajasthan,JCU,JAICHOLI,WCR,"SH 1, Rajasthan",77.397778,27.131193
Maharashtra,HTK,HATKANAGALE,CR,"Hatkanangale, Maharashtra",74.42206700000001,16.748424
Gujarat,HMT,HIMMATNAGAR,WR,"Himatnagar, Gujarat",72.960358,23.591655
Gujarat,JAM,JAMNAGAR,WR,"Jamnagar, Gujarat",70.053879,22.493992
Uttar Pradesh,HGJ,HARDUAGANJ,NCR,"Aligarh, Uttar Pradesh",78.1280258472,27.9904756211
Punjab,HMI,HIMMATANA,NR,"SH 11, Punjab",75.867119,30.458736
Bihar,HRNG,HARPUR NAG HALT,ECR,"National Highway 28, Bihar",85.07713600000001,26.386419
Uttarakhand,HW,HARIDWAR JN,NR,"Haridwar, Uttarakhand",78.15489899999999,29.947787
Madhya Pradesh,INDM,Indore Junction MG,WR,"Indore, Madhya Pradesh",75.868072,22.717139
Haryana,IHP,INCHHAPURI,NR,"Gurgaon, Haryana",76.7189807,28.319499
Assam,HWX,HABAIPUR,NFR,"Station Rd, Assam",92.98586300000001,25.871926
Maharashtra,HMRR,HAMARAPUR,CR,"Raigad, Maharashtra",73.086161,18.81964
Uttar Pradesh,HIND,HIND,NR,"State Highway 57, Uttar Pradesh",77.3634743811,29.530388830099998
Karnataka,HTNL,HITNAL,SWR,"National Highway 63, Karnataka",76.291469,15.335637
Karnataka,HJL,HEJJALA,SWR,"Bengaluru, Karnataka",77.4184168683,12.8482854964
Tripura,JGNR,Jogendranagar,NFR,"Agartala, Tripura",91.310464,23.812162
Karnataka,HVR,HAVERI,SWR,"Haveri, Karnataka",75.410686,14.7943
Rajasthan,JDL,JAGDEVWALA,NWR,"Bikaner, Rajasthan",73.455749812,28.3108582783
Karnataka,HEI,HEGGERE HALT,SWR,"Heggere, Karnataka",77.048296,13.341342
Karnataka,HHL,HIREHALI,SWR,"NH 4, Karnataka",77.1887639459,13.2815759392
West Bengal,JDP,Jadabpur,ER,"Kolkata, West Bengal",88.37469700000001,22.495442
Bihar,JHD,Jehanabad,ECR,"Jahanabad, Bihar",84.989964,25.224705
Gujarat,HRM,Hadmadiya,WR,"Junagadh, Gujarat",70.841154,20.934947
Maharashtra,HDM,Hirdamali,SECR,"Gondia, Maharashtra",80.197137,21.342807
Gujarat,JARI,Jari,NWR,"Dhanera, Gujarat",72.061232,24.587316
Bihar,HTW,Hathua,NER,"Hathua, Bihar",84.3402527405,26.3689018769
Karnataka,HLV,Haliyuru,SWR,"State Highway 48, Karnataka",76.336804,14.222474
,BETI,Bhetasi,WR,,73.03223700000001,22.421623999999998
Karnataka,KMNR,Kamalnagar,SCR,"Kamal Nagar, Karnataka",77.178835,18.240644
West Bengal,JKL,Jalal Khali,?,"State Highway 11, West Bengal",88.513628,23.347507999999998
Bihar,HPLE,Hatpuraini,ER,"Bhagalpur, Bihar",86.9850695752,25.1558255368
Punjab,JGN,Jagraon,NR,"Jagraon, Punjab",75.47275900000001,30.801197
Karnataka,HPA,Hampapura,SWR,"Hampapura, Karnataka",76.39466399999999,12.479685
,IAM,Mai Halt,?,,84.9878194543,25.156632436000002
Bihar,JHDC,Jehanabad Court,ECR,"National Highway 83, Bihar",84.98415622680001,25.2011434752
Rajasthan,JOR,Jalor,NWR,"Jalor, Rajasthan",72.63429,25.35418
Madhya Pradesh,JBP,JABALPUR,WCR,"Jabalpur, Madhya Pradesh",79.950919,23.164636
Jharkhand,IRN,Irgaon,SER,"Lohardaga, Jharkhand",84.78325099999999,23.421550999999997
Punjab,JHK,JETHUKE,NR,"Jettuke, Punjab",75.318381,30.288215
Haryana,JNA,JULANA,NR,"Julana, Haryana",76.396508,29.120124
Karnataka,IDJ,IDALHOND,SWR,"Garlgunj - Idalhond Rd, Karnataka",74.51814539669999,15.7079285213
Andhra Pradesh,IDL,INDALVAI,SCR,"Indalvai, Andhra Pradesh",78.244351,18.548665
Maharashtra,JJR,JEJURI,CR,"Pune, Maharashtra",74.171451,18.286557
Assam,JRBM,JIRIBAM,NFR,"Rd, Assam",93.12437581,24.79884918
Tripura,JRNA,Jirania,NFR,"Jirania Railway Station, Tripura",91.43198600000001,23.827373
Haryana,JCY,JIND CITY,NR,"Jind, Haryana",76.317477,29.309693
Himachal Pradesh,JDNX,JOGINDER NAGAR,NR,"Joginder Nagar, Himachal Pradesh",76.788887,31.988433
Kerala,IGL,IRINGAL,SR,"Kochi - Panavel Rd, Kerala",75.608869,11.548117000000001
Uttar Pradesh,AILM,AILAM,NR,"State Highway 57, Uttar Pradesh",77.2915349414,29.2719947091
Madhya Pradesh,JONR,Jeonara Ph,SECR,"Nainpur, Madhya Pradesh",80.073534,22.467657
Karnataka,JAK,Jakanur,SWR,"Badami Rd, Karnataka",75.650291,15.845019
West Bengal,IBL,INDRABIL,SER,"Purulia District, West Bengal",86.78164699999999,23.445293999999997
Maharashtra,JOS,JOGESHWARI,WR,"Mumbai, Maharashtra",72.84906600000001,19.136550999999997
Gujarat,JDN,JAGUDAN,WR,"Mehsana, Gujarat",72.40164899999999,23.521841
Uttar Pradesh,JGG,JANGIGANJ,NER,"Allahabad, Uttar Pradesh",82.35067155089999,25.3053173094
Maharashtra,JMNR,Jamner,CR,"Jamner, Maharashtra",75.77482301741838,20.80642760713478
Assam,JTG,Jatinga,NFR,"Jatinga, Assam",93.00795843824744,25.132585153047003
Gujarat,JTP,Jetpur,WR,"Jetpur, Gujarat",70.615184,21.735312999999998
Assam,JMRA,Jamira,?,"Bairabi Rd, Assam",92.527405,24.307199
Gujarat,JBB,Jambur,WR,"Jambur, Gujarat",70.593046,21.032797000000002
Jharkhand,ITKY,Itky,SER,"Ranchi, Jharkhand",85.1270959845,23.3522113974
Rajasthan,JJN,Jhunjhunun,NWR,"Jhunjhunu, Rajasthan",75.39017865434289,28.106884063857194
Gujarat,JBU,Jabugam,WR,"Vadodara, Gujarat",73.76050000000001,22.28593
Assam,JTTN,Jorhat Town,NFR,"Jorhat, Assam",94.217106,26.750692
Punjab,JBW,Jhabelwali,NR,"State Highway 16, Punjab",74.602033,30.510447
Rajasthan,JSA,Jasai,?,"State Highway 40, Rajasthan",71.24586000000001,25.716785
Gujarat,IDAR,Idar,WR,"Sabarkantha, Gujarat",73.01088,23.835435
Rajasthan,JLLO,Jhilo,NWR,"State Highway 13, Rajasthan",75.890113,27.850784
Uttar Pradesh,HZR,Hafizpur,NR,"Hafizpur, Uttar Pradesh",77.785833,28.671653
Punjab,JK,Jakolari,NR,"National Highway 15, Punjab",75.545676,32.218706
Madhya Pradesh,JPO,Jora Alapur,NCR,"Joura, Madhya Pradesh",77.802358,26.344599
Madhya Pradesh,JPV,Jamtara Paraswara,SECR,"Howbadh Jabalpur, Madhya Pradesh",79.960351,23.091963999999997
Uttar Pradesh,JRJ,JARGAON,NR,"Chandausi, Uttar Pradesh",78.768653,28.560472
Maharashtra,JTRD,JATH ROAD,CR,"State Highway 71, Maharashtra",75.110555,17.2166
Maharashtra,KCB,KUSLAMB,CR,"State Highway 77, Maharashtra",75.777193,18.274834000000002
Madhya Pradesh,KCNR,KACHNARA ROAD,WR,"State Highway 31, Madhya Pradesh",75.101751,23.829547
Rajasthan,JWO,JAWAD ROAD,WR,"National Highway 79, Rajasthan",74.764389,24.557577000000002
Rajasthan,JYM,JAI SAMAND ROAD,NWR,"Dengari, Rajasthan",73.86827000000001,24.22064
Uttar Pradesh,KEG,KARENGI,NR,"Karengi, Uttar Pradesh",79.041353,28.346844
Rajasthan,JSM,JAISALMER,NWR,"Jaisalmer, Rajasthan",70.92823899999999,26.91655
Assam,JID,JAGI ROAD,NFR,"Jagiroad, Assam",92.197461,26.126113999999998
Uttar Pradesh,JKN,JAKHANIAN,NER,"State Highway 67, Uttar Pradesh",83.369563,25.740942
Madhya Pradesh,KEQ,KACHHPURA,WCR,"Jabalpur, Madhya Pradesh",79.903128,23.168783
Gujarat,JRS,JORAVASAN,WR,"Joravasan, Gujarat",72.96576,20.729778
Gujarat,JLR,JETALSAR JN,WR,"Rajkot, Gujarat",70.57391,21.729374
Madhya Pradesh,JHT,JUNEHTA,WCR,"State Highway 22, Madhya Pradesh",78.596143,22.78247
Uttar Pradesh,KB,KHAIRATABAD,NER,"Sitapur National Highway 24, Uttar Pradesh",80.740844,27.521338
Gujarat,JIR,JIRA ROAD,WR,"SH 236, Gujarat",71.345267,21.450312
Haryana,JJT,JAI JAI WANTI,NR,"Jind, Haryana",76.36926500000001,29.16948
Uttar Pradesh,JKP,JHAREKAPUR,NER,"Sitapur, Uttar Pradesh",80.728934,27.680642
Uttar Pradesh,JSB,Yamuna South Bank,NCR,"Uttar Pradesh, Uttar Pradesh",80.226651,25.902334
West Bengal,JPH,JHANTIPAHARI,?,"Bankura District, West Bengal",86.904491,23.353362999999998
Bihar,JNKR,Janakinagar,ECR,"Chapra, Bihar",87.116949,25.881604
Punjab,KAGR,KAGANGARH,NR,"MDR 102, Punjab",75.739115,29.839460000000003
Madhya Pradesh,KFP,Kukra Khapa,SECR,"State Highway 19, Madhya Pradesh",78.897525,21.825569
Orissa,JYP,JEYPORE,?,"Jeypore, Orissa",82.55467900000001,18.896375
Haryana,JKHI,Jakhod Khera,NWR,"Jakhodlkhera, Haryana",75.57373,29.209394
Uttar Pradesh,KCO,Kachhia Bridge,NER,"State Highway 33, Uttar Pradesh",78.863805,27.944171
Gujarat,KAVI,Kavi,WR,"Bharuch, Gujarat",88.39808402583003,22.47229104660886
Jharkhand,JNK,Jhinkpani,SER,"Jorapokhar, Jharkhand",85.77066197879999,22.4200106276
Rajasthan,KAI,KAIRLA,NWR,"Pali, Rajasthan",73.1955095032,25.8474354519
Tamil Nadu,JPM,JIYAPURAM,?,"NH 67, Tamil Nadu",78.606343,10.873546000000001
Orissa,JRG,Jugpura,?,"Mayurbhanj, Orissa",86.912796,21.668795
Rajasthan,JOH,Juharpura,NWR,"State Highway 69, Rajasthan",74.84733,28.199319000000003
Haryana,JOK,Jodhka,?,"Sirsa, Haryana",75.218369,29.493381999999997
,JTDM,Jatdumri Halt,?,,85.0950627991,25.474492932500002
Puducherry,VI,Villianur,SR,"NH 45A, Puducherry",79.757506,11.919269000000002
Gujarat,JKS,Jaksi,WR,"State HIghway 138, Gujarat",72.1076480029,23.222302523099998
West Bengal,KBGH,Karea Kadambagachhi,ER,"State Highway 2, West Bengal",88.534887,22.705299
Haryana,JRL,Jharili,NWR,"Jhajjar, Haryana",76.374648,28.50653
Punjab,JHWR,Jhawar,NR,"National Highway 15, Punjab",75.377777,32.002349
West Bengal,KAJ,Kaliyaganj,NFR,"RaiGanj, West Bengal",88.330404,25.6393
Uttar Pradesh,KBE,KUREBHAR,NR,"MDR 66E, Uttar Pradesh",82.111598,26.409469
Uttarakhand,KGM,KATHGODAM,NER,"Kathgodam, Uttarakhand",79.54633,29.266583
Karnataka,KDGI,KUDGI,SWR,"NH 13, Karnataka",75.811482,16.530215
Punjab,KHHJ,Khatkar Kalan,NR,"Nawan Shahar, Punjab",76.02555000000001,31.166967
Rajasthan,KDLG,KUNDALGARH,NWR,"Dungarpur, Rajasthan",73.81051,24.02828
West Bengal,KCF,KALCHINI,NFR,"NH 31C, West Bengal",89.447487,26.687507
Maharashtra,JVA,JAVALE,CR,"State Highway 71, Maharashtra",75.157805,17.298963
Uttar Pradesh,JUA,JARAUNA,NR,"Alamganj, Uttar Pradesh",82.399136,25.557129999999997
Maharashtra,JSP,JAYASINGPUR,CR,"Jaysingpur, Maharashtra",74.551613,16.791339
Karnataka,KBI,KAMBRGANVI,SWR,"State Highway 34, Karnataka",74.875061,15.459597
Gujarat,KDMR,KODIYAR MANDIR,WR,"SH 21, Gujarat",72.00460199999999,21.739200999999998
Punjab,KIQ,Khai Phemeki,NR,"State Highway 20, Punjab",74.55121799999999,30.901616999999998
Uttarakhand,JWP,JWALAPUR,NR,"Jwalapur, Uttarakhand",78.120775,29.928457
Uttar Pradesh,KBR,KABRAI,NCR,"National Highway 76, Uttar Pradesh",80.0382402954,25.385191218099997
Madhya Pradesh,KCR,KHONKER,WCR,"Shivpuri, Madhya Pradesh",77.578988,25.316453
Karnataka,KGW,KARIGANURU,SWR,"Bellary, Karnataka",76.43343,15.251727
Karnataka,KBL,KOPPAL,SWR,"Koppal, Karnataka",76.14395900000001,15.353868
Karnataka,KGI,KENGERI,SWR,"Bengaluru, Karnataka",77.48431,12.918047
Punjab,KBU,KASU BEGU,NR,"Kasu Begu, Punjab",74.671641,30.856795
Karnataka,KGX,KANGINHAL,SWR,"Gadag, Karnataka",75.719041,15.447816999999999
Maharashtra,KHAR,KHAR,WR,"Mumbai, Maharashtra",72.840078,19.069166
Maharashtra,KILE,KANDIVLI,WR,"Mumbai, Maharashtra",72.852098,19.204551
Gujarat,JTY,JETHI,NWR,"BANASKANTHA, Gujarat",72.507154,24.291967
Rajasthan,JSD,Jaisingder,?,"Barmer, Rajasthan",70.35885900000001,25.755537
Assam,KKGT,Kalkalighat,NFR,"National Highway 44, Assam",92.2952717633,24.5804202061
Karnataka,BOMN,Bommagundanakere,SWR,"Bellary-Hiriyur Rd, Karnataka",76.68023,14.591669999999999
Tamil Nadu,KAY,Karaimadai,SR,"Karamadai, Tamil Nadu",76.957617,11.238610999999999
Gujarat,KKK,Khakharia,WR,"State Highway 110, Gujarat",70.932064,21.653052
Uttar Pradesh,KALI,Kaili,NR,"State Highway 18, Uttar Pradesh",77.75277,28.785394
West Bengal,KKAE,Kaikala,ER,"State Highway 2, West Bengal",88.09337895,22.83998676
Punjab,JTH,Jhoktahal Singh,NR,"Jhoktahal Sing, Punjab",74.495544,30.80909
Assam,JRX,Juriagaon,NFR,"Mathaouri Rd, Assam",92.644475,26.441079000000002
Punjab,KGKD,Kang Khurd,NR,"Kang Khurd, Punjab",75.213236,31.126338
Uttar Pradesh,KARH,Kakraha Rest House,NER,"State Highway 26, Uttar Pradesh",81.420529,27.998447
Assam,KLCR,Katlicherra,?,"Bairabi Rd, Assam",92.547042,24.453018
West Bengal,KHGR,Kashinagar Halt,ER,"Kashinagar, West Bengal",88.20132346,21.90539421
Tamil Nadu,KCHV,Kachchanvilai,SR,"Thoothukudi, Tamil Nadu",78.022519,8.579343999999999
Gujarat,KDBM,Khed Brahma,WR,"Khedbrahma, Gujarat",73.041259,24.029405999999998
Haryana,JTS,Jatusana,NWR,"Nanagal Pathani Rd, Haryana",76.52110400000001,28.331448
Uttar Pradesh,KHNM,Kunda Harnamganj,NR,"Kunda, Uttar Pradesh",81.509547,25.714175
Andhra Pradesh,KI,KONDAPALLI,SCR,"Kondapalli, Andhra Pradesh",80.54669299999999,16.623242
Tamil Nadu,KII,KILLE,SR,"NH 45A, Tamil Nadu",79.722552,11.43755
Chhattisgarh,KLPG,KAMALPURGRAM,SECR,"National Highway 78, Chhattisgarh",83.080298,23.166227
Bihar,KFA,KOPARIA,ECR,"Bihar, Bihar",86.59816,25.661041
Gujarat,KHDI,KHANDERI,WR,"Rajkot, Gujarat",70.716676,22.361075999999997
Gujarat,KHC,KHORANA,WR,"State Highway 113, Gujarat",70.82999099999999,22.39349
Tamil Nadu,KDU,KADAMBUR,SR,"Kadambur, Tamil Nadu",77.86363300000001,9.002019
Karnataka,KDN,KUDATINI,SWR,"Bellary, Karnataka",76.76356899999999,15.215160000000001
Madhya Pradesh,KKB,KARAK BEL,WCR,"Karak Bel, Madhya Pradesh",79.34125900000001,22.992315
Karnataka,KJG,KARAJGI,SWR,"haveri, Karnataka",75.407636,14.851426
Gujarat,KEB,KARAMBELI,WR,"National Highway 8, Gujarat",72.90153400000001,20.316435
Maharashtra,KEZ,Kelzar,SECR,"Chandrapur, Maharashtra",79.56394,19.98294
Gujarat,KEP,Kelanpur,WR,"SH 11, Gujarat",73.277017,22.233139
Gujarat,KDHL,Kundhela,WR,"Vadodara, Gujarat",73.28142,22.227958
Rajasthan,KESR,Kesri Singhpur,NWR,"Kesrisinghpur, Rajasthan",73.61854,29.950588999999997
Maharashtra,KLMC,KALAMBOLI,CR,"Navi Mumbai., Maharashtra",73.11480900000001,19.035625
